time,pm2.5,pm10,fan
2021/01/23-12:26:44,35.30,193.10,3
2021/01/23-12:26:45,35.50,194.00,3
2021/01/23-12:26:46,35.00,192.40,3
2021/01/23-12:26:47,35.10,191.00,3
2021/01/23-12:26:48,35.00,188.90,3
2021/01/23-12:26:49,35.00,191.00,3
2021/01/23-12:26:50,34.90,187.30,3
2021/01/23-12:26:51,34.90,186.60,3
2021/01/23-12:26:52,35.20,188.40,3
2021/01/23-12:26:53,35.50,186.80,3
2021/01/23-12:26:54,35.70,188.50,3
2021/01/23-12:26:55,36.30,191.10,3
2021/01/23-12:26:56,36.60,189.60,3
2021/01/23-12:26:57,37.40,190.80,3
2021/01/23-12:26:58,38.10,197.10,3
2021/01/23-12:26:59,38.70,201.00,3
2021/01/23-12:27:00,39.40,204.10,3
2021/01/23-12:27:01,40.30,207.40,3
2021/01/23-12:27:02,40.60,210.90,3
2021/01/23-12:27:03,40.50,210.20,3
2021/01/23-12:27:04,40.50,211.30,3
2021/01/23-12:27:05,40.50,214.30,3
2021/01/23-12:27:06,40.30,211.40,3
2021/01/23-12:27:07,40.60,210.70,3
2021/01/23-12:27:08,40.70,210.50,3
2021/01/23-12:27:09,40.70,210.50,3
2021/01/23-12:27:10,41.00,212.30,3
2021/01/23-12:27:11,41.00,211.80,3
2021/01/23-12:27:12,41.60,212.70,3
2021/01/23-12:27:13,41.80,212.20,3
2021/01/23-12:27:14,42.30,214.40,3
