time,pm2.5,pm10
2021/01/11-12:24:40,0.30,0.50
2021/01/11-12:24:41,0.30,0.50
2021/01/11-12:24:42,0.30,0.50
2021/01/11-12:24:43,0.30,0.50
2021/01/11-12:24:44,0.30,0.50
2021/01/11-12:24:45,0.30,0.50
2021/01/11-12:24:46,0.30,0.50
2021/01/11-12:24:47,0.30,0.50
2021/01/11-12:24:48,0.30,0.50
2021/01/11-12:24:49,0.40,0.60
2021/01/11-12:24:50,0.40,0.60
2021/01/11-12:24:51,0.40,0.60
2021/01/11-12:24:52,0.40,0.60
2021/01/11-12:24:53,0.40,0.60
2021/01/11-12:24:54,0.40,0.60
2021/01/11-12:24:55,0.40,0.60
2021/01/11-12:24:56,0.40,0.80
2021/01/11-12:24:57,0.40,0.80
2021/01/11-12:24:58,0.40,0.80
2021/01/11-12:24:59,0.30,0.80
2021/01/11-12:25:00,0.40,0.80
2021/01/11-12:25:01,0.40,1.00
2021/01/11-12:25:02,0.40,1.00
2021/01/11-12:25:03,0.40,1.10
2021/01/11-12:25:04,0.40,1.00
2021/01/11-12:25:05,0.40,1.00
2021/01/11-12:25:06,0.40,1.00
2021/01/11-12:25:07,0.40,1.00
2021/01/11-12:25:08,0.40,1.10
2021/01/11-12:25:09,0.40,1.10
2021/01/11-12:25:10,0.40,1.10
2021/01/11-12:25:11,0.40,1.10
2021/01/11-12:25:12,0.40,1.10
2021/01/11-12:25:13,0.40,1.10
2021/01/11-12:25:14,0.40,1.10
2021/01/11-12:25:15,0.40,1.10
2021/01/11-12:25:16,0.40,1.10
2021/01/11-12:25:17,0.50,1.10
2021/01/11-12:25:18,0.40,1.20
2021/01/11-12:25:19,0.40,1.10
2021/01/11-12:25:20,0.40,1.10
2021/01/11-12:25:21,0.40,1.10
2021/01/11-12:25:22,0.40,1.10
2021/01/11-12:25:23,0.40,1.10
2021/01/11-12:25:24,0.40,1.10
2021/01/11-12:25:25,0.40,1.00
2021/01/11-12:25:26,0.40,0.80
2021/01/11-12:25:27,0.40,0.70
2021/01/11-12:25:28,0.40,0.70
2021/01/11-12:25:29,0.40,0.70
2021/01/11-12:25:30,0.40,0.70
2021/01/11-12:25:31,0.40,0.50
2021/01/11-12:25:32,0.40,0.50
2021/01/11-12:25:33,0.40,0.40
2021/01/11-12:25:34,0.40,0.40
2021/01/11-12:25:35,0.40,0.50
2021/01/11-12:25:36,0.40,0.50
2021/01/11-12:25:37,0.40,0.50
2021/01/11-12:25:38,0.40,0.50
2021/01/11-12:25:39,0.50,0.60
2021/01/11-12:25:40,0.40,0.60
2021/01/11-12:25:41,0.40,0.50
2021/01/11-12:25:42,0.40,0.50
2021/01/11-12:25:43,0.40,0.50
2021/01/11-12:25:44,0.40,0.50
2021/01/11-12:25:45,0.40,0.50
2021/01/11-12:25:46,0.40,0.50
2021/01/11-12:25:47,0.40,0.50
2021/01/11-12:25:48,0.40,0.50
2021/01/11-12:25:49,0.40,0.50
2021/01/11-12:25:50,0.40,0.50
2021/01/11-12:25:51,0.40,0.40
2021/01/11-12:25:52,0.40,0.40
2021/01/11-12:25:53,0.40,0.60
2021/01/11-12:25:54,0.40,0.60
2021/01/11-12:25:55,0.40,0.60
2021/01/11-12:25:56,0.40,0.60
2021/01/11-12:25:57,0.40,0.60
2021/01/11-12:25:58,0.40,0.60
2021/01/11-12:25:59,0.40,0.60
2021/01/11-12:26:00,0.40,0.60
2021/01/11-12:26:01,0.40,0.60
2021/01/11-12:26:02,0.40,0.60
2021/01/11-12:26:03,0.40,0.60
2021/01/11-12:26:04,0.40,0.60
2021/01/11-12:26:05,0.30,0.50
2021/01/11-12:26:06,0.30,0.50
2021/01/11-12:26:07,0.40,0.50
2021/01/11-12:26:08,0.30,0.50
2021/01/11-12:26:09,0.30,0.40
2021/01/11-12:26:10,0.30,0.40
2021/01/11-12:26:11,0.30,0.40
2021/01/11-12:26:12,0.30,0.40
2021/01/11-12:26:13,0.30,0.40
2021/01/11-12:26:14,0.30,0.40
2021/01/11-12:26:15,0.30,0.40
2021/01/11-12:26:16,0.30,0.40
2021/01/11-12:26:17,0.30,0.40
2021/01/11-12:26:18,0.30,0.40
2021/01/11-12:26:19,0.30,0.40
2021/01/11-12:26:20,0.30,0.40
2021/01/11-12:26:21,0.30,0.50
2021/01/11-12:26:22,0.30,0.50
2021/01/11-12:26:23,0.30,0.40
2021/01/11-12:26:24,0.30,0.30
2021/01/11-12:26:25,0.30,0.30
2021/01/11-12:26:26,0.30,0.40
2021/01/11-12:26:27,0.30,0.30
2021/01/11-12:26:28,0.30,0.30
2021/01/11-12:26:29,0.30,0.50
2021/01/11-12:26:30,0.30,0.50
2021/01/11-12:26:31,0.30,0.60
2021/01/11-12:26:32,0.30,0.60
2021/01/11-12:26:33,0.30,0.60
2021/01/11-12:26:34,0.30,0.60
2021/01/11-12:26:35,0.40,0.70
2021/01/11-12:26:36,0.40,0.80
2021/01/11-12:26:37,0.40,0.90
2021/01/11-12:26:38,0.40,1.10
2021/01/11-12:26:39,0.50,1.10
2021/01/11-12:26:40,0.50,1.20
2021/01/11-12:26:41,0.50,1.20
2021/01/11-12:26:42,0.50,1.20
2021/01/11-12:26:43,0.40,1.10
2021/01/11-12:26:44,0.50,1.20
2021/01/11-12:26:45,0.50,1.20
2021/01/11-12:26:46,0.50,1.20
2021/01/11-12:26:47,0.50,1.20
2021/01/11-12:26:48,0.50,1.20
2021/01/11-12:26:49,0.50,1.30
2021/01/11-12:26:50,0.50,1.30
2021/01/11-12:26:51,0.50,1.20
2021/01/11-12:26:52,0.50,1.20
2021/01/11-12:26:53,0.50,1.20
2021/01/11-12:26:54,0.50,1.30
2021/01/11-12:26:55,0.50,1.30
2021/01/11-12:26:56,0.50,1.20
2021/01/11-12:26:57,0.50,1.30
2021/01/11-12:26:58,0.50,1.30
2021/01/11-12:26:59,0.50,1.10
2021/01/11-12:27:00,0.50,1.10
2021/01/11-12:27:01,0.60,1.10
2021/01/11-12:27:02,0.60,1.10
2021/01/11-12:27:03,0.60,1.10
2021/01/11-12:27:04,0.60,1.10
2021/01/11-12:27:05,0.60,1.10
2021/01/11-12:27:06,0.50,0.90
2021/01/11-12:27:07,0.50,0.90
2021/01/11-12:27:08,0.50,0.70
2021/01/11-12:27:09,0.50,0.70
2021/01/11-12:27:10,0.50,0.70
2021/01/11-12:27:11,0.50,0.70
2021/01/11-12:27:12,0.50,0.70
2021/01/11-12:27:13,0.50,0.70
2021/01/11-12:27:14,0.50,0.70
2021/01/11-12:27:15,0.50,0.70
2021/01/11-12:27:16,0.50,0.60
2021/01/11-12:27:17,0.50,0.60
2021/01/11-12:27:18,0.50,0.60
2021/01/11-12:27:20,0.50,0.60
2021/01/11-12:27:21,0.50,0.60
2021/01/11-12:27:22,0.50,0.60
2021/01/11-12:27:23,0.50,0.60
2021/01/11-12:27:24,0.50,0.60
2021/01/11-12:27:25,0.50,0.60
2021/01/11-12:27:26,0.50,0.70
2021/01/11-12:27:27,0.50,0.70
2021/01/11-12:27:28,0.50,0.70
2021/01/11-12:27:29,0.50,0.70
2021/01/11-12:27:30,0.40,0.70
2021/01/11-12:27:31,0.40,0.70
2021/01/11-12:27:32,0.40,0.60
2021/01/11-12:27:33,0.40,0.60
2021/01/11-12:27:34,0.40,0.50
2021/01/11-12:27:35,0.40,0.50
2021/01/11-12:27:36,0.40,0.50
2021/01/11-12:27:37,0.40,0.50
2021/01/11-12:27:38,0.40,0.50
2021/01/11-12:27:39,0.40,0.50
2021/01/11-12:27:40,0.40,0.70
2021/01/11-12:27:41,0.40,0.60
2021/01/11-12:27:42,0.40,0.70
2021/01/11-12:27:43,0.40,0.70
2021/01/11-12:27:44,0.40,0.70
2021/01/11-12:27:45,0.30,0.60
2021/01/11-12:27:46,0.30,0.60
2021/01/11-12:27:47,0.30,0.60
2021/01/11-12:27:48,0.40,0.70
2021/01/11-12:27:49,0.40,0.70
2021/01/11-12:27:50,0.40,0.60
2021/01/11-12:27:51,0.30,0.60
2021/01/11-12:27:52,0.40,0.70
2021/01/11-12:27:53,0.30,0.60
2021/01/11-12:27:54,0.30,0.60
2021/01/11-12:27:55,0.30,0.60
2021/01/11-12:27:56,0.30,0.50
2021/01/11-12:27:57,0.30,0.50
2021/01/11-12:27:58,0.40,0.50
2021/01/11-12:27:59,0.40,0.60
2021/01/11-12:28:00,0.40,0.50
2021/01/11-12:28:01,0.40,0.50
2021/01/11-12:28:02,0.40,0.50
2021/01/11-12:28:03,0.40,0.50
2021/01/11-12:28:04,0.40,0.50
2021/01/11-12:28:05,0.40,0.50
2021/01/11-12:28:06,0.40,0.50
2021/01/11-12:28:07,0.40,0.50
2021/01/11-12:28:08,0.40,0.50
2021/01/11-12:28:09,0.40,0.50
2021/01/11-12:28:10,0.40,0.40
2021/01/11-12:28:11,0.40,0.40
2021/01/11-12:28:12,0.40,0.40
2021/01/11-12:28:13,0.40,0.40
2021/01/11-12:28:14,0.40,0.40
2021/01/11-12:28:15,0.40,0.50
2021/01/11-12:28:16,0.40,0.50
2021/01/11-12:28:17,0.40,0.50
2021/01/11-12:28:18,0.40,0.50
2021/01/11-12:28:19,0.40,0.60
2021/01/11-12:28:20,0.40,0.60
2021/01/11-12:28:21,0.40,0.60
2021/01/11-12:28:22,0.40,0.50
2021/01/11-12:28:23,0.40,0.50
2021/01/11-12:28:24,0.40,0.50
2021/01/11-12:28:25,0.40,0.60
2021/01/11-12:28:26,0.40,0.50
2021/01/11-12:28:27,0.40,0.60
2021/01/11-12:28:28,0.40,0.50
2021/01/11-12:28:29,0.40,0.50
2021/01/11-12:28:30,0.40,0.50
2021/01/11-12:28:31,0.40,0.50
2021/01/11-12:28:32,0.40,0.50
2021/01/11-12:28:33,0.40,0.70
2021/01/11-12:28:34,0.40,0.70
2021/01/11-12:28:35,0.40,0.70
2021/01/11-12:28:36,0.40,0.70
2021/01/11-12:28:37,0.40,0.70
2021/01/11-12:28:38,0.40,0.70
2021/01/11-12:28:39,0.40,0.70
2021/01/11-12:28:40,0.40,0.70
2021/01/11-12:28:41,0.40,0.70
2021/01/11-12:28:42,0.40,0.60
2021/01/11-12:28:43,0.40,0.60
2021/01/11-12:28:44,0.40,0.60
2021/01/11-12:28:45,0.40,0.50
2021/01/11-12:28:46,0.40,0.50
2021/01/11-12:28:47,0.40,0.50
2021/01/11-12:28:48,0.30,0.50
2021/01/11-12:28:49,0.30,0.50
2021/01/11-12:28:50,0.30,0.50
2021/01/11-12:28:51,0.30,0.50
2021/01/11-12:28:52,0.30,0.50
2021/01/11-12:28:53,0.40,0.50
2021/01/11-12:28:54,0.40,0.50
2021/01/11-12:28:55,0.40,0.50
2021/01/11-12:28:56,0.30,0.50
2021/01/11-12:28:57,0.30,0.50
2021/01/11-12:28:58,0.30,0.50
2021/01/11-12:28:59,0.40,0.80
2021/01/11-12:29:00,0.40,0.80
2021/01/11-12:29:01,0.40,0.90
2021/01/11-12:29:02,0.40,1.00
2021/01/11-12:29:03,0.40,0.80
2021/01/11-12:29:04,0.40,0.80
2021/01/11-12:29:05,0.40,0.80
2021/01/11-12:29:06,0.40,0.80
2021/01/11-12:29:07,0.40,0.80
2021/01/11-12:29:08,0.40,0.80
2021/01/11-12:29:09,0.40,0.80
2021/01/11-12:29:10,0.40,0.80
2021/01/11-12:29:11,0.40,0.80
2021/01/11-12:29:12,0.40,0.80
2021/01/11-12:29:13,0.40,0.80
2021/01/11-12:29:14,0.40,1.00
2021/01/11-12:29:15,0.40,1.00
2021/01/11-12:29:16,0.40,1.00
2021/01/11-12:29:17,0.40,1.00
2021/01/11-12:29:18,0.40,1.00
2021/01/11-12:29:19,0.40,1.00
2021/01/11-12:29:20,0.40,1.00
2021/01/11-12:29:21,0.40,0.90
2021/01/11-12:29:22,0.40,1.00
2021/01/11-12:29:23,0.40,0.90
2021/01/11-12:29:24,0.40,0.90
2021/01/11-12:29:25,0.40,0.90
2021/01/11-12:29:26,0.40,0.90
2021/01/11-12:29:27,0.40,0.90
2021/01/11-12:29:28,0.40,0.90
2021/01/11-12:29:29,0.40,0.60
2021/01/11-12:29:30,0.40,0.60
2021/01/11-12:29:31,0.40,0.70
2021/01/11-12:29:32,0.40,0.60
2021/01/11-12:29:33,0.40,0.60
2021/01/11-12:29:34,0.40,0.60
2021/01/11-12:29:35,0.40,0.50
2021/01/11-12:29:36,0.40,0.50
2021/01/11-12:29:37,0.40,0.60
2021/01/11-12:29:38,0.40,0.50
2021/01/11-12:29:39,0.40,0.60
2021/01/11-12:29:40,0.40,0.50
2021/01/11-12:29:41,0.40,0.70
2021/01/11-12:29:42,0.40,0.70
2021/01/11-12:29:43,0.40,0.70
2021/01/11-12:29:44,0.40,0.60
2021/01/11-12:29:45,0.40,0.60
2021/01/11-12:29:46,0.40,0.50
2021/01/11-12:29:47,0.40,0.60
2021/01/11-12:29:48,0.40,0.60
2021/01/11-12:29:49,0.40,0.70
2021/01/11-12:29:50,0.40,0.70
2021/01/11-12:29:51,0.40,0.70
2021/01/11-12:29:52,0.40,0.70
2021/01/11-12:29:53,0.40,0.80
2021/01/11-12:29:54,0.40,0.80
2021/01/11-12:29:55,0.40,0.70
2021/01/11-12:29:56,0.40,0.80
2021/01/11-12:29:57,0.40,0.80
2021/01/11-12:29:58,0.40,0.80
2021/01/11-12:29:59,0.40,0.80
2021/01/11-12:30:00,0.40,0.80
2021/01/11-12:30:01,0.40,0.80
2021/01/11-12:30:02,0.40,0.70
2021/01/11-12:30:03,0.40,0.70
2021/01/11-12:30:04,0.40,0.70
2021/01/11-12:30:05,0.40,0.70
2021/01/11-12:30:06,0.40,0.70
2021/01/11-12:30:07,0.30,0.70
2021/01/11-12:30:08,0.40,0.70
2021/01/11-12:30:09,0.30,0.70
2021/01/11-12:30:10,0.40,0.70
2021/01/11-12:30:11,0.40,0.50
2021/01/11-12:30:12,0.30,0.50
2021/01/11-12:30:13,0.30,0.50
2021/01/11-12:30:14,0.30,0.50
2021/01/11-12:30:15,0.30,0.50
2021/01/11-12:30:16,0.40,0.50
2021/01/11-12:30:17,0.30,0.50
2021/01/11-12:30:18,0.40,0.50
2021/01/11-12:30:19,0.30,0.50
2021/01/11-12:30:20,0.30,0.40
2021/01/11-12:30:21,0.30,0.40
2021/01/11-12:30:22,0.30,0.40
2021/01/11-12:30:23,0.30,0.30
2021/01/11-12:30:24,0.30,0.30
2021/01/11-12:30:25,0.30,0.40
2021/01/11-12:30:26,0.30,0.30
2021/01/11-12:30:27,0.30,0.40
2021/01/11-12:30:28,0.30,0.40
2021/01/11-12:30:29,0.30,0.30
2021/01/11-12:30:30,0.30,0.30
2021/01/11-12:30:31,0.30,0.30
2021/01/11-12:30:32,0.30,0.30
2021/01/11-12:30:33,0.30,0.40
2021/01/11-12:30:34,0.30,0.40
2021/01/11-12:30:35,0.30,0.40
2021/01/11-12:30:36,0.30,0.30
2021/01/11-12:30:37,0.30,0.30
2021/01/11-12:30:38,0.30,0.40
2021/01/11-12:30:39,0.30,0.40
2021/01/11-12:30:40,0.30,0.40
2021/01/11-12:30:41,0.30,0.30
2021/01/11-12:30:42,0.30,0.40
2021/01/11-12:30:43,0.30,0.40
2021/01/11-12:30:44,0.40,0.40
2021/01/11-12:30:45,0.40,0.40
2021/01/11-12:30:46,0.40,0.40
2021/01/11-12:30:47,0.40,0.40
2021/01/11-12:30:48,0.30,0.30
2021/01/11-12:30:49,0.30,0.30
2021/01/11-12:30:50,0.30,0.30
2021/01/11-12:30:51,0.30,0.30
2021/01/11-12:30:52,0.30,0.30
2021/01/11-12:30:53,0.30,0.30
2021/01/11-12:30:54,0.30,0.30
2021/01/11-12:30:55,0.30,0.30
2021/01/11-12:30:56,0.40,0.40
2021/01/11-12:30:57,0.40,0.40
2021/01/11-12:30:58,0.40,0.40
2021/01/11-12:30:59,0.40,0.40
2021/01/11-12:31:00,0.40,0.40
2021/01/11-12:31:01,0.40,0.50
2021/01/11-12:31:02,0.40,0.50
2021/01/11-12:31:03,0.30,0.50
2021/01/11-12:31:04,0.30,0.50
2021/01/11-12:31:05,0.30,0.50
2021/01/11-12:31:06,0.30,0.50
2021/01/11-12:31:07,0.30,0.50
2021/01/11-12:31:08,0.40,0.50
2021/01/11-12:31:09,0.40,0.50
2021/01/11-12:31:10,0.40,0.50
2021/01/11-12:31:11,0.40,0.50
2021/01/11-12:31:12,0.40,0.50
2021/01/11-12:31:13,0.40,0.60
2021/01/11-12:31:14,0.40,0.60
2021/01/11-12:31:15,0.40,0.60
2021/01/11-12:31:16,0.40,0.60
2021/01/11-12:31:17,0.40,0.60
2021/01/11-12:31:18,0.40,0.60
2021/01/11-12:31:19,0.40,0.60
2021/01/11-12:31:20,0.40,0.60
2021/01/11-12:31:21,0.40,0.60
2021/01/11-12:31:22,0.40,0.60
2021/01/11-12:31:23,0.40,0.60
2021/01/11-12:31:24,0.40,0.60
2021/01/11-12:31:25,0.40,0.60
2021/01/11-12:31:26,0.30,0.60
2021/01/11-12:31:27,0.30,0.50
2021/01/11-12:31:28,0.30,0.50
2021/01/11-12:31:29,0.30,0.50
2021/01/11-12:31:30,0.30,0.50
2021/01/11-12:31:31,0.30,0.40
2021/01/11-12:31:32,0.30,0.40
2021/01/11-12:31:33,0.30,0.40
2021/01/11-12:31:34,0.30,0.50
2021/01/11-12:31:35,0.40,0.50
2021/01/11-12:31:36,0.40,0.50
2021/01/11-12:31:37,0.40,0.60
2021/01/11-12:31:38,0.30,0.50
2021/01/11-12:31:39,0.30,0.50
2021/01/11-12:31:40,0.30,0.50
2021/01/11-12:31:41,0.30,0.50
2021/01/11-12:31:42,0.30,0.50
2021/01/11-12:31:43,0.30,0.50
2021/01/11-12:31:44,0.30,0.40
2021/01/11-12:31:45,0.30,0.40
2021/01/11-12:31:46,0.30,0.40
2021/01/11-12:31:47,0.30,0.40
2021/01/11-12:31:48,0.40,0.50
2021/01/11-12:31:49,0.40,0.50
2021/01/11-12:31:50,0.40,0.50
2021/01/11-12:31:51,0.40,0.50
2021/01/11-12:31:52,0.40,0.50
2021/01/11-12:31:53,0.40,0.50
2021/01/11-12:31:54,0.40,0.50
2021/01/11-12:31:55,0.40,0.50
2021/01/11-12:31:56,0.40,0.50
2021/01/11-12:31:57,0.40,0.70
2021/01/11-12:31:58,0.40,0.80
2021/01/11-12:31:59,0.40,0.80
2021/01/11-12:32:00,0.40,0.80
2021/01/11-12:32:01,0.40,0.80
2021/01/11-12:32:02,0.40,0.80
2021/01/11-12:32:03,0.40,0.80
2021/01/11-12:32:04,0.40,0.80
2021/01/11-12:32:05,0.40,0.70
2021/01/11-12:32:06,0.40,0.80
2021/01/11-12:32:07,0.40,0.80
2021/01/11-12:32:08,0.40,0.80
2021/01/11-12:32:09,0.40,0.80
2021/01/11-12:32:10,0.40,0.80
2021/01/11-12:32:11,0.40,0.80
2021/01/11-12:32:12,0.40,0.80
2021/01/11-12:32:13,0.40,0.80
2021/01/11-12:32:14,0.40,0.80
2021/01/11-12:32:15,0.40,0.80
2021/01/11-12:32:16,0.40,0.80
2021/01/11-12:32:17,0.40,0.80
2021/01/11-12:32:18,0.40,0.80
2021/01/11-12:32:19,0.40,0.80
2021/01/11-12:32:20,0.40,0.70
2021/01/11-12:32:21,0.40,0.70
2021/01/11-12:32:22,0.40,0.70
2021/01/11-12:32:23,0.40,0.70
2021/01/11-12:32:24,0.30,0.70
2021/01/11-12:32:25,0.30,0.70
2021/01/11-12:32:26,0.30,0.70
2021/01/11-12:32:27,0.30,0.50
2021/01/11-12:32:28,0.30,0.30
2021/01/11-12:32:29,0.30,0.40
2021/01/11-12:32:30,0.30,0.40
2021/01/11-12:32:31,0.30,0.40
2021/01/11-12:32:32,0.30,0.40
2021/01/11-12:32:33,0.30,0.40
2021/01/11-12:32:34,0.30,0.40
2021/01/11-12:32:35,0.30,0.40
2021/01/11-12:32:36,0.30,0.30
2021/01/11-12:32:37,0.30,0.30
2021/01/11-12:32:38,0.30,0.30
2021/01/11-12:32:39,0.30,0.30
2021/01/11-12:32:40,0.30,0.30
2021/01/11-12:32:41,0.30,0.30
2021/01/11-12:32:42,0.30,0.30
2021/01/11-12:32:43,0.30,0.30
2021/01/11-12:32:44,0.30,0.30
2021/01/11-12:32:45,0.30,0.40
2021/01/11-12:32:46,0.30,0.40
2021/01/11-12:32:47,0.30,0.50
2021/01/11-12:32:48,0.30,0.50
2021/01/11-12:32:49,0.30,0.50
2021/01/11-12:32:50,0.30,0.50
2021/01/11-12:32:51,0.30,0.40
2021/01/11-12:32:52,0.30,0.50
2021/01/11-12:32:53,0.30,0.50
2021/01/11-12:32:54,0.30,0.50
2021/01/11-12:32:55,0.40,0.50
2021/01/11-12:32:56,0.40,0.50
2021/01/11-12:32:57,0.40,0.50
2021/01/11-12:32:58,0.40,0.50
2021/01/11-12:32:59,0.40,0.50
2021/01/11-12:33:00,0.40,0.40
2021/01/11-12:33:01,0.40,0.70
2021/01/11-12:33:02,0.40,0.80
2021/01/11-12:33:03,0.40,0.80
2021/01/11-12:33:04,0.40,0.90
2021/01/11-12:33:05,0.40,0.90
2021/01/11-12:33:06,0.40,0.90
2021/01/11-12:33:07,0.40,0.90
2021/01/11-12:33:08,0.40,1.00
2021/01/11-12:33:09,0.40,1.00
2021/01/11-12:33:10,0.40,1.00
2021/01/11-12:33:11,0.40,1.00
2021/01/11-12:33:12,0.40,1.00
2021/01/11-12:33:13,0.40,1.00
2021/01/11-12:33:14,0.40,1.00
2021/01/11-12:33:15,0.40,1.00
2021/01/11-12:33:16,0.40,1.00
2021/01/11-12:33:17,0.40,0.90
2021/01/11-12:33:18,0.40,0.90
2021/01/11-12:33:19,0.40,1.00
2021/01/11-12:33:20,0.40,1.00
2021/01/11-12:33:21,0.40,1.00
2021/01/11-12:33:22,0.40,0.90
2021/01/11-12:33:23,0.40,1.00
2021/01/11-12:33:24,0.40,1.00
2021/01/11-12:33:25,0.40,1.00
2021/01/11-12:33:26,0.40,1.00
2021/01/11-12:33:27,0.40,1.00
2021/01/11-12:33:28,0.40,1.00
2021/01/11-12:33:29,0.40,1.00
2021/01/11-12:33:30,0.40,1.00
2021/01/11-12:33:31,0.40,0.80
2021/01/11-12:33:32,0.40,0.70
2021/01/11-12:33:33,0.40,1.00
2021/01/11-12:33:34,0.40,0.90
2021/01/11-12:33:35,0.40,0.90
2021/01/11-12:33:36,0.40,0.90
2021/01/11-12:33:37,0.40,0.90
2021/01/11-12:33:38,0.40,0.80
2021/01/11-12:33:39,0.40,0.80
2021/01/11-12:33:40,0.40,0.80
2021/01/11-12:33:41,0.40,0.80
2021/01/11-12:33:42,0.40,0.80
2021/01/11-12:33:43,0.40,0.80
2021/01/11-12:33:44,0.40,0.80
2021/01/11-12:33:45,0.40,0.80
2021/01/11-12:33:46,0.40,0.70
2021/01/11-12:33:47,0.40,0.70
2021/01/11-12:33:48,0.40,0.80
2021/01/11-12:33:49,0.40,0.70
2021/01/11-12:33:50,0.40,0.70
2021/01/11-12:33:51,0.40,0.80
2021/01/11-12:33:52,0.40,0.80
2021/01/11-12:33:53,0.40,0.70
2021/01/11-12:33:54,0.40,0.70
2021/01/11-12:33:55,0.40,0.70
2021/01/11-12:33:56,0.40,0.70
2021/01/11-12:33:57,0.40,0.70
2021/01/11-12:33:58,0.40,0.70
2021/01/11-12:33:59,0.40,0.70
2021/01/11-12:34:00,0.30,0.70
2021/01/11-12:34:01,0.40,0.70
2021/01/11-12:34:02,0.40,0.70
2021/01/11-12:34:03,0.40,0.40
2021/01/11-12:34:04,0.40,0.40
2021/01/11-12:34:05,0.30,0.40
2021/01/11-12:34:06,0.30,0.50
2021/01/11-12:34:07,0.40,0.50
2021/01/11-12:34:08,0.40,0.50
2021/01/11-12:34:09,0.30,0.50
2021/01/11-12:34:10,0.30,0.50
2021/01/11-12:34:11,0.30,0.50
2021/01/11-12:34:12,0.30,0.50
2021/01/11-12:34:13,0.30,0.50
2021/01/11-12:34:14,0.30,0.50
2021/01/11-12:34:15,0.30,0.50
2021/01/11-12:34:16,0.30,0.50
2021/01/11-12:34:17,0.30,0.50
2021/01/11-12:34:18,0.40,0.50
2021/01/11-12:34:19,0.40,0.50
2021/01/11-12:34:20,0.40,0.50
2021/01/11-12:34:21,0.40,0.50
2021/01/11-12:34:22,0.40,0.50
2021/01/11-12:34:23,0.30,0.50
2021/01/11-12:34:24,0.30,0.50
2021/01/11-12:34:25,0.30,0.50
2021/01/11-12:34:26,0.30,0.50
2021/01/11-12:34:27,0.30,0.50
2021/01/11-12:34:28,0.30,0.50
2021/01/11-12:34:29,0.30,0.50
2021/01/11-12:34:30,0.30,0.50
2021/01/11-12:34:31,0.30,0.40
2021/01/11-12:34:32,0.30,0.40
2021/01/11-12:34:33,0.30,0.40
2021/01/11-12:34:34,0.30,0.40
2021/01/11-12:34:35,0.30,0.40
2021/01/11-12:34:36,0.40,0.50
2021/01/11-12:34:37,0.30,0.50
2021/01/11-12:34:38,0.30,0.50
2021/01/11-12:34:39,0.30,0.50
2021/01/11-12:34:40,0.30,0.50
2021/01/11-12:34:41,0.40,0.50
2021/01/11-12:34:42,0.40,0.50
2021/01/11-12:34:43,0.40,0.50
2021/01/11-12:34:44,0.40,0.50
2021/01/11-12:34:45,0.40,0.50
2021/01/11-12:34:46,0.30,0.50
2021/01/11-12:34:47,0.30,0.50
2021/01/11-12:34:48,0.30,0.40
2021/01/11-12:34:49,0.30,0.40
2021/01/11-12:34:50,0.30,0.40
2021/01/11-12:34:51,0.30,0.40
2021/01/11-12:34:52,0.30,0.40
2021/01/11-12:34:53,0.30,0.40
