time,pm2.5,pm10
2021/01/11-12:46:02,3.10,6.70
2021/01/11-12:46:03,3.00,6.60
2021/01/11-12:46:04,3.00,6.50
2021/01/11-12:46:05,2.90,6.50
2021/01/11-12:46:06,2.90,6.40
2021/01/11-12:46:07,2.80,6.30
2021/01/11-12:46:08,2.80,6.50
2021/01/11-12:46:09,2.70,6.40
2021/01/11-12:46:10,2.60,6.20
2021/01/11-12:46:11,2.60,6.10
2021/01/11-12:46:12,2.60,6.00
2021/01/11-12:46:13,2.50,5.80
2021/01/11-12:46:14,2.50,5.90
2021/01/11-12:46:15,2.50,6.00
2021/01/11-12:46:16,2.40,5.80
2021/01/11-12:46:17,2.40,5.90
2021/01/11-12:46:18,2.40,5.80
2021/01/11-12:46:19,2.30,5.70
2021/01/11-12:46:20,2.30,5.60
2021/01/11-12:46:21,2.30,5.90
2021/01/11-12:46:22,2.30,5.70
2021/01/11-12:46:23,2.30,5.20
2021/01/11-12:46:24,2.30,5.20
2021/01/11-12:46:25,2.20,5.10
2021/01/11-12:46:26,2.30,5.50
2021/01/11-12:46:27,2.40,5.70
2021/01/11-12:46:28,2.50,6.10
2021/01/11-12:46:29,2.60,6.40
2021/01/11-12:46:30,2.80,6.60
2021/01/11-12:46:31,2.90,6.70
2021/01/11-12:46:32,3.20,6.50
2021/01/11-12:46:33,3.40,6.80
2021/01/11-12:46:34,3.50,7.10
2021/01/11-12:46:35,3.70,7.40
2021/01/11-12:46:36,3.90,7.90
2021/01/11-12:46:37,3.90,8.00
2021/01/11-12:46:38,4.00,7.80
2021/01/11-12:46:39,4.00,7.80
2021/01/11-12:46:40,4.10,8.00
2021/01/11-12:46:41,4.40,8.40
2021/01/11-12:46:42,4.60,8.60
2021/01/11-12:46:43,5.00,9.30
2021/01/11-12:46:44,5.30,9.70
2021/01/11-12:46:45,5.70,10.10
2021/01/11-12:46:46,6.00,10.70
2021/01/11-12:46:47,6.40,11.00
2021/01/11-12:46:48,6.80,11.90
2021/01/11-12:46:49,7.20,12.30
2021/01/11-12:46:50,7.60,13.20
2021/01/11-12:46:51,8.00,13.50
2021/01/11-12:46:52,8.40,14.10
2021/01/11-12:46:53,9.00,14.80
2021/01/11-12:46:54,9.40,15.60
2021/01/11-12:46:55,9.80,16.60
2021/01/11-12:46:56,10.50,17.60
2021/01/11-12:46:57,11.10,18.80
2021/01/11-12:46:58,11.80,20.00
2021/01/11-12:46:59,12.60,21.00
2021/01/11-12:47:00,13.30,22.40
2021/01/11-12:47:01,14.10,23.50
2021/01/11-12:47:02,15.00,24.80
2021/01/11-12:47:03,15.80,26.70
2021/01/11-12:47:04,16.50,27.80
2021/01/11-12:47:05,17.30,29.00
2021/01/11-12:47:06,18.20,30.10
2021/01/11-12:47:07,19.00,31.30
2021/01/11-12:47:08,20.00,32.90
2021/01/11-12:47:09,21.20,34.50
2021/01/11-12:47:10,22.50,36.80
2021/01/11-12:47:11,23.60,38.30
2021/01/11-12:47:12,24.70,41.00
2021/01/11-12:47:13,25.60,42.10
2021/01/11-12:47:14,26.70,43.90
2021/01/11-12:47:15,27.90,46.00
2021/01/11-12:47:16,28.90,47.70
2021/01/11-12:47:17,29.90,49.50
2021/01/11-12:47:18,30.60,50.90
2021/01/11-12:47:19,31.50,52.40
2021/01/11-12:47:20,32.40,53.70
2021/01/11-12:47:21,33.20,54.60
2021/01/11-12:47:22,33.90,55.70
2021/01/11-12:47:23,34.10,56.20
2021/01/11-12:47:24,34.50,57.10
2021/01/11-12:47:25,35.00,57.60
2021/01/11-12:47:26,35.20,57.50
2021/01/11-12:47:27,35.30,57.40
2021/01/11-12:47:28,35.40,57.10
2021/01/11-12:47:29,35.40,57.00
2021/01/11-12:47:30,35.40,57.20
2021/01/11-12:47:31,35.50,57.30
2021/01/11-12:47:32,35.30,56.90
2021/01/11-12:47:33,35.10,56.00
2021/01/11-12:47:34,35.10,56.10
2021/01/11-12:47:35,34.90,55.50
2021/01/11-12:47:36,34.50,54.80
2021/01/11-12:47:37,34.40,55.10
2021/01/11-12:47:38,34.00,55.00
2021/01/11-12:47:39,33.40,55.10
2021/01/11-12:47:40,32.90,54.00
2021/01/11-12:47:41,32.40,53.50
2021/01/11-12:47:42,32.00,52.10
2021/01/11-12:47:43,31.50,51.30
2021/01/11-12:47:44,30.90,50.50
2021/01/11-12:47:45,30.20,49.40
2021/01/11-12:47:46,29.80,48.50
2021/01/11-12:47:47,29.40,47.90
2021/01/11-12:47:48,29.10,46.80
2021/01/11-12:47:49,28.60,45.70
2021/01/11-12:47:50,28.20,45.20
2021/01/11-12:47:51,27.80,45.30
2021/01/11-12:47:52,27.40,44.70
2021/01/11-12:47:53,27.40,44.30
2021/01/11-12:47:54,27.30,43.70
2021/01/11-12:47:55,27.00,43.70
2021/01/11-12:47:56,26.70,43.40
2021/01/11-12:47:57,26.50,43.00
2021/01/11-12:47:58,26.20,43.00
2021/01/11-12:47:59,26.20,42.90
2021/01/11-12:48:00,25.90,42.10
2021/01/11-12:48:01,25.70,41.50
2021/01/11-12:48:02,25.50,41.20
2021/01/11-12:48:03,25.50,40.90
2021/01/11-12:48:04,25.60,41.60
2021/01/11-12:48:05,25.70,41.70
2021/01/11-12:48:06,25.80,41.80
2021/01/11-12:48:07,25.80,41.80
2021/01/11-12:48:08,25.90,41.20
2021/01/11-12:48:09,25.90,40.60
2021/01/11-12:48:10,25.90,40.90
2021/01/11-12:48:11,25.80,40.90
2021/01/11-12:48:12,25.90,40.70
2021/01/11-12:48:13,26.10,41.70
2021/01/11-12:48:14,26.40,42.10
2021/01/11-12:48:15,26.60,43.20
2021/01/11-12:48:16,26.50,43.30
2021/01/11-12:48:17,26.60,42.90
2021/01/11-12:48:18,26.50,43.20
2021/01/11-12:48:19,26.50,43.70
2021/01/11-12:48:20,26.60,43.00
2021/01/11-12:48:21,26.50,42.40
2021/01/11-12:48:22,26.60,42.80
2021/01/11-12:48:23,26.60,43.10
2021/01/11-12:48:24,26.80,43.50
2021/01/11-12:48:25,26.80,43.10
2021/01/11-12:48:26,27.20,44.10
2021/01/11-12:48:27,27.40,44.90
2021/01/11-12:48:28,27.50,45.80
2021/01/11-12:48:29,27.60,45.90
2021/01/11-12:48:30,28.00,46.70
2021/01/11-12:48:31,28.30,47.50
2021/01/11-12:48:32,28.40,48.10
2021/01/11-12:48:33,28.60,48.70
2021/01/11-12:48:34,28.60,47.90
2021/01/11-12:48:35,28.70,48.30
2021/01/11-12:48:36,28.90,48.70
2021/01/11-12:48:37,29.10,48.60
2021/01/11-12:48:38,29.20,49.20
2021/01/11-12:48:39,29.50,50.00
2021/01/11-12:48:40,30.00,51.00
2021/01/11-12:48:41,30.40,51.50
2021/01/11-12:48:42,30.60,52.80
2021/01/11-12:48:43,30.40,52.10
2021/01/11-12:48:44,30.00,52.30
2021/01/11-12:48:45,29.90,51.70
2021/01/11-12:48:46,29.90,51.90
2021/01/11-12:48:47,30.00,52.40
2021/01/11-12:48:48,30.40,52.90
2021/01/11-12:48:49,30.80,54.00
2021/01/11-12:48:50,30.90,54.60
2021/01/11-12:48:51,31.20,55.20
2021/01/11-12:48:52,31.30,55.50
2021/01/11-12:48:53,31.50,55.60
2021/01/11-12:48:54,32.00,56.60
2021/01/11-12:48:55,32.20,57.30
2021/01/11-12:48:56,32.40,57.10
2021/01/11-12:48:57,33.10,57.70
2021/01/11-12:48:58,33.40,57.30
2021/01/11-12:48:59,33.70,58.00
2021/01/11-12:49:00,34.00,58.40
2021/01/11-12:49:01,34.30,58.70
2021/01/11-12:49:02,34.60,59.50
2021/01/11-12:49:03,35.00,60.70
2021/01/11-12:49:04,35.00,61.40
2021/01/11-12:49:05,35.20,62.00
2021/01/11-12:49:06,35.60,62.90
2021/01/11-12:49:07,35.80,63.80
2021/01/11-12:49:08,36.00,64.10
2021/01/11-12:49:09,36.20,64.10
2021/01/11-12:49:10,36.00,63.60
2021/01/11-12:49:11,36.00,63.60
2021/01/11-12:49:12,36.00,63.20
2021/01/11-12:49:13,36.60,64.70
2021/01/11-12:49:14,36.90,64.20
2021/01/11-12:49:15,37.10,64.00
2021/01/11-12:49:16,37.10,63.70
2021/01/11-12:49:17,37.00,64.00
2021/01/11-12:49:18,36.80,64.40
2021/01/11-12:49:19,36.70,63.80
2021/01/11-12:49:20,36.50,63.20
2021/01/11-12:49:21,36.20,63.40
2021/01/11-12:49:22,36.00,62.90
2021/01/11-12:49:23,35.80,62.70
2021/01/11-12:49:24,35.30,61.70
2021/01/11-12:49:25,34.90,61.00
2021/01/11-12:49:26,34.60,60.70
2021/01/11-12:49:27,34.10,60.10
2021/01/11-12:49:28,33.90,60.20
2021/01/11-12:49:29,33.40,59.60
2021/01/11-12:49:30,32.90,59.00
2021/01/11-12:49:31,32.40,58.60
2021/01/11-12:49:32,32.00,57.10
2021/01/11-12:49:33,31.40,55.50
2021/01/11-12:49:34,31.10,54.90
2021/01/11-12:49:35,30.60,54.70
2021/01/11-12:49:36,29.90,53.40
2021/01/11-12:49:37,29.50,52.00
2021/01/11-12:49:38,29.10,51.30
2021/01/11-12:49:39,28.60,50.70
2021/01/11-12:49:40,28.00,49.60
2021/01/11-12:49:41,27.40,48.70
2021/01/11-12:49:42,26.90,47.60
2021/01/11-12:49:43,26.00,45.60
2021/01/11-12:49:44,25.50,44.70
2021/01/11-12:49:45,25.00,43.50
2021/01/11-12:49:46,24.60,42.90
2021/01/11-12:49:47,24.20,41.80
2021/01/11-12:49:48,23.70,40.50
2021/01/11-12:49:49,23.10,39.20
2021/01/11-12:49:50,22.90,39.20
2021/01/11-12:49:51,22.50,38.10
2021/01/11-12:49:52,22.10,37.30
2021/01/11-12:49:53,21.70,37.20
2021/01/11-12:49:54,21.00,36.10
2021/01/11-12:49:55,20.60,36.10
2021/01/11-12:49:56,19.90,35.10
2021/01/11-12:49:57,19.10,33.90
2021/01/11-12:49:58,18.30,32.30
2021/01/11-12:49:59,17.80,31.20
2021/01/11-12:50:00,17.20,30.20
2021/01/11-12:50:01,16.50,28.90
2021/01/11-12:50:02,16.00,29.40
2021/01/11-12:50:03,15.50,28.70
2021/01/11-12:50:04,14.80,27.40
2021/01/11-12:50:05,14.30,26.00
2021/01/11-12:50:06,13.80,25.30
2021/01/11-12:50:07,13.30,25.30
2021/01/11-12:50:08,12.80,24.40
2021/01/11-12:50:09,12.30,23.40
2021/01/11-12:50:10,11.80,22.80
2021/01/11-12:50:11,11.50,22.20
2021/01/11-12:50:12,11.10,21.60
2021/01/11-12:50:13,10.70,21.20
2021/01/11-12:50:14,10.40,20.90
2021/01/11-12:50:15,10.00,20.40
2021/01/11-12:50:16,9.70,20.20
2021/01/11-12:50:17,9.20,19.40
2021/01/11-12:50:18,8.90,18.70
2021/01/11-12:50:19,8.60,18.40
2021/01/11-12:50:20,8.10,17.60
2021/01/11-12:50:21,7.90,17.20
2021/01/11-12:50:22,7.70,17.00
2021/01/11-12:50:23,7.40,16.30
2021/01/11-12:50:24,7.40,16.30
2021/01/11-12:50:25,7.20,15.30
2021/01/11-12:50:26,7.20,15.20
2021/01/11-12:50:27,7.10,15.00
2021/01/11-12:50:28,7.10,15.10
2021/01/11-12:50:29,6.90,14.70
2021/01/11-12:50:30,6.70,14.20
2021/01/11-12:50:31,6.60,14.20
2021/01/11-12:50:32,6.40,12.80
2021/01/11-12:50:33,6.30,12.60
2021/01/11-12:50:34,6.30,12.70
2021/01/11-12:50:35,6.20,12.40
2021/01/11-12:50:36,6.10,12.30
2021/01/11-12:50:37,6.00,11.50
2021/01/11-12:50:38,5.90,11.30
2021/01/11-12:50:39,5.80,11.00
2021/01/11-12:50:40,5.60,10.80
2021/01/11-12:50:41,5.40,10.90
2021/01/11-12:50:42,5.20,10.60
2021/01/11-12:50:43,5.10,10.30
2021/01/11-12:50:44,4.90,10.00
2021/01/11-12:50:45,4.80,9.90
2021/01/11-12:50:46,4.70,9.60
2021/01/11-12:50:47,4.50,9.60
2021/01/11-12:50:48,4.50,9.50
2021/01/11-12:50:49,4.30,9.20
2021/01/11-12:50:50,4.20,9.30
2021/01/11-12:50:51,4.20,9.30
2021/01/11-12:50:52,4.20,9.20
2021/01/11-12:50:53,4.20,9.10
2021/01/11-12:50:54,4.20,9.00
2021/01/11-12:50:55,4.20,9.00
2021/01/11-12:50:57,4.20,8.80
2021/01/11-12:50:58,4.20,8.70
2021/01/11-12:50:59,4.20,8.60
2021/01/11-12:51:00,4.20,8.70
2021/01/11-12:51:01,4.20,8.70
2021/01/11-12:51:02,4.30,8.60
2021/01/11-12:51:03,4.20,8.80
2021/01/11-12:51:04,4.10,8.60
2021/01/11-12:51:05,4.10,8.40
2021/01/11-12:51:06,4.10,8.30
2021/01/11-12:51:07,4.10,8.40
2021/01/11-12:51:08,4.20,8.40
2021/01/11-12:51:09,4.20,8.30
2021/01/11-12:51:10,4.20,8.30
2021/01/11-12:51:11,4.20,8.20
2021/01/11-12:51:12,4.10,7.70
2021/01/11-12:51:13,4.20,7.90
2021/01/11-12:51:14,4.10,7.70
2021/01/11-12:51:15,4.10,7.90
2021/01/11-12:51:16,4.20,7.90
2021/01/11-12:51:17,4.10,7.80
2021/01/11-12:51:18,4.20,7.80
2021/01/11-12:51:19,4.10,7.70
2021/01/11-12:51:20,4.10,7.70
2021/01/11-12:51:21,4.10,7.80
2021/01/11-12:51:22,4.10,7.60
2021/01/11-12:51:23,4.00,7.50
2021/01/11-12:51:24,3.90,7.70
2021/01/11-12:51:25,3.80,7.70
2021/01/11-12:51:26,3.80,7.60
2021/01/11-12:51:27,3.80,7.50
2021/01/11-12:51:28,3.70,7.40
2021/01/11-12:51:29,3.50,7.20
2021/01/11-12:51:30,3.50,7.20
2021/01/11-12:51:31,3.50,7.20
2021/01/11-12:51:32,3.50,7.30
2021/01/11-12:51:33,3.60,7.30
2021/01/11-12:51:34,3.60,7.90
2021/01/11-12:51:35,3.60,8.10
2021/01/11-12:51:36,3.50,8.50
2021/01/11-12:51:37,3.50,8.30
2021/01/11-12:51:38,3.50,8.40
2021/01/11-12:51:39,3.50,8.50
2021/01/11-12:51:40,3.40,8.40
2021/01/11-12:51:41,3.30,8.30
2021/01/11-12:51:42,3.30,8.30
2021/01/11-12:51:43,3.30,8.10
2021/01/11-12:51:44,3.30,8.10
2021/01/11-12:51:45,3.20,7.80
2021/01/11-12:51:46,3.20,7.70
2021/01/11-12:51:47,3.10,7.60
2021/01/11-12:51:48,3.10,7.50
2021/01/11-12:51:49,3.10,7.50
2021/01/11-12:51:50,3.00,7.60
2021/01/11-12:51:51,3.00,7.30
2021/01/11-12:51:52,3.00,7.30
2021/01/11-12:51:53,2.90,7.10
2021/01/11-12:51:54,2.90,7.40
2021/01/11-12:51:55,2.90,7.40
2021/01/11-12:51:56,2.90,7.40
2021/01/11-12:51:57,2.90,7.60
2021/01/11-12:51:58,2.90,7.50
2021/01/11-12:51:59,2.90,7.40
2021/01/11-12:52:00,2.80,7.20
2021/01/11-12:52:01,2.80,7.10
2021/01/11-12:52:02,2.70,6.90
2021/01/11-12:52:03,2.60,6.80
2021/01/11-12:52:04,2.60,6.20
2021/01/11-12:52:05,2.50,5.90
2021/01/11-12:52:06,2.50,5.30
2021/01/11-12:52:07,2.50,5.30
2021/01/11-12:52:08,2.50,5.20
2021/01/11-12:52:09,2.40,4.90
2021/01/11-12:52:10,2.40,5.00
2021/01/11-12:52:11,2.50,5.00
2021/01/11-12:52:12,2.40,5.00
2021/01/11-12:52:13,2.40,5.10
2021/01/11-12:52:14,2.40,5.30
2021/01/11-12:52:15,2.40,5.40
2021/01/11-12:52:16,2.50,5.40
2021/01/11-12:52:17,2.50,5.40
2021/01/11-12:52:18,2.50,5.50
2021/01/11-12:52:19,2.50,5.40
2021/01/11-12:52:20,2.50,5.30
2021/01/11-12:52:21,2.50,5.20
2021/01/11-12:52:22,2.50,5.20
2021/01/11-12:52:23,2.50,5.30
2021/01/11-12:52:24,2.50,4.80
2021/01/11-12:52:25,2.50,4.90
2021/01/11-12:52:26,2.50,4.80
2021/01/11-12:52:27,2.40,4.60
2021/01/11-12:52:28,2.40,4.40
2021/01/11-12:52:29,2.40,4.60
2021/01/11-12:52:30,2.40,4.70
2021/01/11-12:52:31,2.40,4.70
2021/01/11-12:52:32,2.40,4.70
2021/01/11-12:52:33,2.30,4.50
2021/01/11-12:52:34,2.30,4.60
2021/01/11-12:52:35,2.30,4.70
2021/01/11-12:52:36,2.30,4.60
2021/01/11-12:52:37,2.30,4.60
2021/01/11-12:52:38,2.20,4.40
2021/01/11-12:52:39,2.20,4.40
2021/01/11-12:52:40,2.10,4.20
2021/01/11-12:52:41,2.10,4.30
2021/01/11-12:52:42,2.20,4.30
2021/01/11-12:52:43,2.30,4.50
2021/01/11-12:52:44,9.40,22.80
2021/01/11-12:52:45,24.70,54.20
2021/01/11-12:52:46,32.80,73.60
2021/01/11-12:52:47,35.30,81.40
2021/01/11-12:52:48,36.50,84.10
2021/01/11-12:52:49,37.10,85.70
2021/01/11-12:52:50,37.20,86.00
2021/01/11-12:52:51,37.20,86.00
2021/01/11-12:52:52,37.20,86.00
2021/01/11-12:52:53,37.20,86.00
2021/01/11-12:52:54,37.10,85.80
2021/01/11-12:52:55,37.10,85.60
2021/01/11-12:52:56,37.20,86.00
2021/01/11-12:52:57,37.30,86.60
2021/01/11-12:52:58,37.50,86.90
2021/01/11-12:52:59,37.70,87.20
2021/01/11-12:53:00,37.80,87.30
2021/01/11-12:53:01,38.00,87.70
2021/01/11-12:53:02,38.20,87.90
2021/01/11-12:53:03,38.30,88.30
2021/01/11-12:53:04,38.50,88.30
2021/01/11-12:53:05,38.60,88.60
2021/01/11-12:53:06,38.80,89.40
2021/01/11-12:53:07,39.00,89.90
2021/01/11-12:53:08,39.20,90.30
2021/01/11-12:53:09,39.40,90.70
2021/01/11-12:53:10,39.40,90.90
2021/01/11-12:53:11,39.50,91.00
2021/01/11-12:53:12,39.50,91.00
2021/01/11-12:53:13,39.40,90.80
2021/01/11-12:53:14,32.40,72.30
2021/01/11-12:53:15,17.30,41.30
2021/01/11-12:53:16,9.40,22.50
2021/01/11-12:53:17,6.90,15.10
2021/01/11-12:53:18,5.80,12.60
2021/01/11-12:53:19,5.30,11.20
2021/01/11-12:53:20,5.20,11.20
2021/01/11-12:53:21,5.40,11.40
2021/01/11-12:53:22,5.40,11.50
2021/01/11-12:53:23,5.60,11.90
2021/01/11-12:53:24,5.60,12.10
2021/01/11-12:53:25,5.70,12.10
2021/01/11-12:53:26,5.60,11.60
2021/01/11-12:53:27,5.40,11.20
2021/01/11-12:53:28,5.40,11.10
2021/01/11-12:53:29,5.30,10.90
2021/01/11-12:53:30,5.30,10.90
2021/01/11-12:53:31,5.40,12.20
2021/01/11-12:53:32,5.40,12.30
2021/01/11-12:53:33,5.50,12.40
2021/01/11-12:53:34,5.80,13.40
2021/01/11-12:53:35,5.70,13.30
2021/01/11-12:53:36,5.70,12.60
2021/01/11-12:53:37,5.50,12.40
2021/01/11-12:53:38,5.40,12.10
2021/01/11-12:53:39,5.20,11.80
2021/01/11-12:53:40,5.10,11.60
2021/01/11-12:53:41,5.00,11.40
2021/01/11-12:53:42,5.10,11.50
2021/01/11-12:53:43,5.10,11.80
2021/01/11-12:53:44,5.00,12.00
2021/01/11-12:53:45,4.90,11.80
2021/01/11-12:53:46,5.00,11.80
2021/01/11-12:53:47,5.20,12.00
2021/01/11-12:53:48,5.50,12.70
2021/01/11-12:53:49,5.70,12.90
2021/01/11-12:53:50,5.90,13.20
2021/01/11-12:53:51,7.20,15.30
2021/01/11-12:53:52,8.00,16.70
2021/01/11-12:53:53,9.00,18.20
2021/01/11-12:53:54,9.60,19.10
2021/01/11-12:53:55,10.20,20.40
2021/01/11-12:53:56,10.80,21.30
2021/01/11-12:53:57,11.40,22.30
2021/01/11-12:53:58,11.80,22.80
2021/01/11-12:53:59,12.20,23.30
2021/01/11-12:54:00,12.40,23.80
2021/01/11-12:54:01,12.50,22.70
2021/01/11-12:54:02,12.70,22.80
2021/01/11-12:54:03,12.90,23.20
2021/01/11-12:54:04,12.70,22.30
2021/01/11-12:54:05,12.90,22.70
2021/01/11-12:54:06,13.20,23.10
2021/01/11-12:54:07,13.50,23.80
2021/01/11-12:54:08,13.80,24.50
2021/01/11-12:54:09,14.10,24.90
2021/01/11-12:54:10,14.40,25.70
2021/01/11-12:54:11,14.70,26.10
2021/01/11-12:54:12,14.80,26.50
2021/01/11-12:54:13,15.00,26.50
2021/01/11-12:54:14,15.30,27.00
2021/01/11-12:54:15,15.60,27.40
2021/01/11-12:54:16,15.60,27.20
2021/01/11-12:54:17,15.40,26.80
2021/01/11-12:54:18,15.40,26.60
2021/01/11-12:54:19,15.40,26.80
2021/01/11-12:54:20,15.30,26.90
2021/01/11-12:54:21,14.30,25.00
2021/01/11-12:54:22,13.60,23.80
2021/01/11-12:54:23,12.70,22.20
2021/01/11-12:54:24,12.30,21.80
2021/01/11-12:54:25,11.80,20.90
2021/01/11-12:54:26,11.30,20.10
2021/01/11-12:54:27,10.80,19.50
2021/01/11-12:54:28,10.50,19.20
2021/01/11-12:54:29,10.20,18.70
2021/01/11-12:54:30,9.90,18.10
2021/01/11-12:54:31,9.70,17.90
2021/01/11-12:54:32,9.40,17.50
2021/01/11-12:54:33,9.10,17.30
2021/01/11-12:54:34,8.90,17.10
2021/01/11-12:54:35,8.80,16.70
2021/01/11-12:54:36,8.60,16.30
2021/01/11-12:54:37,8.40,15.80
2021/01/11-12:54:38,8.20,15.20
2021/01/11-12:54:39,8.10,15.40
2021/01/11-12:54:40,7.90,15.10
2021/01/11-12:54:41,7.80,14.80
2021/01/11-12:54:42,7.70,14.60
2021/01/11-12:54:43,7.60,14.40
2021/01/11-12:54:44,7.30,13.60
2021/01/11-12:54:45,7.10,13.30
2021/01/11-12:54:46,7.00,13.00
2021/01/11-12:54:47,6.90,12.90
2021/01/11-12:54:48,6.70,12.60
2021/01/11-12:54:49,6.60,12.10
2021/01/11-12:54:50,6.30,11.90
2021/01/11-12:54:51,6.10,11.80
2021/01/11-12:54:52,5.90,11.60
2021/01/11-12:54:53,5.70,11.40
2021/01/11-12:54:54,5.60,10.90
2021/01/11-12:54:55,5.40,10.60
2021/01/11-12:54:56,5.40,10.60
2021/01/11-12:54:57,5.30,10.40
2021/01/11-12:54:58,5.20,10.10
2021/01/11-12:54:59,5.10,10.10
2021/01/11-12:55:00,5.00,9.90
2021/01/11-12:55:01,5.00,9.70
2021/01/11-12:55:02,5.00,9.90
2021/01/11-12:55:03,4.90,9.50
2021/01/11-12:55:04,4.90,9.40
2021/01/11-12:55:05,4.80,9.30
2021/01/11-12:55:06,4.70,9.20
2021/01/11-12:55:07,4.50,8.80
2021/01/11-12:55:08,4.40,8.70
2021/01/11-12:55:09,4.40,8.30
2021/01/11-12:55:10,4.30,8.40
2021/01/11-12:55:11,4.20,8.20
2021/01/11-12:55:12,4.00,8.00
2021/01/11-12:55:13,4.00,8.00
2021/01/11-12:55:14,3.90,7.90
2021/01/11-12:55:15,3.80,7.70
2021/01/11-12:55:16,3.70,7.60
2021/01/11-12:55:17,3.60,7.40
2021/01/11-12:55:18,3.50,7.20
2021/01/11-12:55:19,3.40,7.10
2021/01/11-12:55:20,3.40,6.60
2021/01/11-12:55:21,3.40,6.40
2021/01/11-12:55:22,3.30,6.20
2021/01/11-12:55:23,3.30,6.20
2021/01/11-12:55:24,3.20,6.20
2021/01/11-12:55:25,3.20,6.20
2021/01/11-12:55:26,3.20,6.30
2021/01/11-12:55:27,3.20,6.30
2021/01/11-12:55:28,3.20,6.20
2021/01/11-12:55:29,3.10,6.00
2021/01/11-12:55:30,3.10,6.10
2021/01/11-12:55:31,3.00,5.90
2021/01/11-12:55:32,2.90,5.60
2021/01/11-12:55:33,2.80,5.50
2021/01/11-12:55:34,2.70,5.50
2021/01/11-12:55:35,2.70,5.50
2021/01/11-12:55:36,2.60,5.30
2021/01/11-12:55:37,2.60,5.40
2021/01/11-12:55:38,2.50,5.40
2021/01/11-12:55:39,2.40,5.30
2021/01/11-12:55:40,2.40,4.70
2021/01/11-12:55:41,2.30,4.60
2021/01/11-12:55:42,2.30,4.50
2021/01/11-12:55:43,2.20,4.30
2021/01/11-12:55:44,2.20,4.40
2021/01/11-12:55:45,2.20,4.50
2021/01/11-12:55:46,2.20,4.60
2021/01/11-12:55:47,2.20,4.50
2021/01/11-12:55:48,2.20,4.50
2021/01/11-12:55:49,2.10,4.40
2021/01/11-12:55:50,2.10,4.30
2021/01/11-12:55:51,2.00,4.20
2021/01/11-12:55:52,2.00,4.30
2021/01/11-12:55:53,2.00,4.50
2021/01/11-12:55:54,2.00,4.30
2021/01/11-12:55:55,2.00,4.30
2021/01/11-12:55:56,1.90,3.90
2021/01/11-12:55:57,1.90,3.80
2021/01/11-12:55:58,1.80,3.70
2021/01/11-12:55:59,1.90,3.80
2021/01/11-12:56:00,3.90,6.30
2021/01/11-12:56:01,8.20,11.90
2021/01/11-12:56:02,14.90,20.60
2021/01/11-12:56:03,23.80,31.20
2021/01/11-12:56:04,33.00,42.40
2021/01/11-12:56:05,42.70,55.10
2021/01/11-12:56:06,53.90,69.10
2021/01/11-12:56:07,64.10,81.90
2021/01/11-12:56:08,75.40,94.90
2021/01/11-12:56:09,84.30,105.10
2021/01/11-12:56:10,88.80,110.20
2021/01/11-12:56:11,92.10,114.50
2021/01/11-12:56:12,93.10,115.80
2021/01/11-12:56:13,93.20,116.10
2021/01/11-12:56:14,93.10,115.90
2021/01/11-12:56:15,93.10,115.90
2021/01/11-12:56:16,93.10,115.80
2021/01/11-12:56:17,93.10,115.80
2021/01/11-12:56:18,93.20,115.80
2021/01/11-12:56:19,93.20,115.90
2021/01/11-12:56:20,93.50,116.30
2021/01/11-12:56:21,93.80,116.70
2021/01/11-12:56:22,94.00,116.90
2021/01/11-12:56:23,94.10,116.80
2021/01/11-12:56:24,94.20,116.90
2021/01/11-12:56:25,94.30,117.10
2021/01/11-12:56:26,94.40,117.30
2021/01/11-12:56:27,94.60,117.50
2021/01/11-12:56:28,94.80,117.80
2021/01/11-12:56:29,94.80,118.00
2021/01/11-12:56:30,93.00,115.60
2021/01/11-12:56:31,88.80,110.30
2021/01/11-12:56:32,82.30,101.80
2021/01/11-12:56:33,73.70,91.70
2021/01/11-12:56:34,64.60,80.50
2021/01/11-12:56:35,55.00,68.10
2021/01/11-12:56:36,43.90,54.30
2021/01/11-12:56:37,33.80,41.40
2021/01/11-12:56:38,22.70,28.60
2021/01/11-12:56:39,13.90,18.50
2021/01/11-12:56:40,9.60,13.80
2021/01/11-12:56:41,6.40,9.90
2021/01/11-12:56:42,5.80,8.90
2021/01/11-12:56:43,6.00,9.30
2021/01/11-12:56:44,6.30,9.70
2021/01/11-12:56:45,6.60,10.20
2021/01/11-12:56:46,7.50,11.50
2021/01/11-12:56:47,8.80,14.90
2021/01/11-12:56:48,10.90,18.90
2021/01/11-12:56:49,13.50,23.20
2021/01/11-12:56:50,16.60,29.00
2021/01/11-12:56:51,19.20,33.90
2021/01/11-12:56:52,21.20,37.90
2021/01/11-12:56:53,22.30,40.30
2021/01/11-12:56:54,23.00,41.30
2021/01/11-12:56:55,24.00,42.70
2021/01/11-12:56:56,25.00,45.70
2021/01/11-12:56:57,26.00,47.20
2021/01/11-12:56:58,26.90,48.30
2021/01/11-12:56:59,27.90,49.80
2021/01/11-12:57:00,28.90,51.70
2021/01/11-12:57:01,30.50,54.40
2021/01/11-12:57:02,31.70,57.20
2021/01/11-12:57:03,33.00,58.90
2021/01/11-12:57:04,34.30,61.10
2021/01/11-12:57:05,35.30,62.70
2021/01/11-12:57:06,36.10,65.00
2021/01/11-12:57:07,36.70,67.00
2021/01/11-12:57:08,37.30,68.00
